58.82,60,44.12,52,80,88.36,42.11,29.17,6,3.27,8.82,8,0,10,68.70,63.14,29.41,26,60,84.62,1.333,1.364,44.12,48,73.33,62.50,33.33,30.77,2,1.625,1
49.18,46.46,42.62,50.21,76.92,70,28.57,22.45,3.74,5.25,3.28,4.4,11.48,4.4,74.15,78.94,27.87,27.27,76.47,66.67,2,1.5,42.62,48.48,38.46,45.83,38.89,25,1.556,2,-1
43.90,22.73,41.46,50,70.59,27.27,25,18.18,3.75,5.63,0,0,4.88,0,47.67,88.89,24.39,13.64,80,33.33,1.625,1,43.90,45.45,22.22,30,46.15,11.11,1.333,1.875,1
21.88,45.71,25,42.86,62.50,80,8.33,20,3.23,4.27,0,11.43,31.25,5.71,52.63,71.38,18.75,25.71,33.33,66.67,1,1.333,53.13,57.14,29.41,45,0,16.67,1.444,1.600,1
73.91,45,65.22,50,93.33,80,37.50,10,3.50,5.17,4.35,17.50,0,5,82.81,65.12,39.13,22.50,77.78,66.67,1.429,1.5,39.13,52.50,77.78,42.86,60,30,1,1.286,-1
42.86,25.49,45.24,29.41,78.95,73.33,13.4,5.56,3.11,3.91,9.52,3.92,7.14,19.61,69.11,72.85,21.43,13.73,55.56,42.86,1.600,1.667,50,56.86,47.62,27.59,25,13.33,1.444,1.455,-1
45.45,53.33,45.45,73.33,60,63.64,33.33,25,6,6,4.55,0,0,0,83.33,83.33,18.18,33.33,75,60,1,1,45.45,40,60,33.33,12.5,75,1.857,30,2
50,44.12,54.55,58.82,83.33,65,10,14.29,5.56,6.33,6.82,14.71,2.27,0,91.38,81.82,36.36,23.53,50,62.50,1.625,1.400,36.36,35.29,68.75,50,25,28.57,1.625,1.600,-2
33.33,35.85,41.27,45.28,61.54,54.17,13.51,20.69,4.53,4.91,1.59,5.66,6.35,3.77,69.5,69.82,26.98,30.19,58.82,25,1.800,2,36.51,50.94,26.9,44.44,21.74,30,1.278,1.714,-2
44.44,51.79,41.67,64.29,86.67,75,14.29,10,6,5.39,0,7.14,5.36,5.36,82.81,58.84,30.56,28.57,63.64,68.75,1.714,2,44.44,46.43,37.50,50,33.33,35.71,2.600,1.714,-1
44.12,47.50,58.82,55,65,72.73,14.29,16.67,6.33,5.80,14.71,10,0,2.50,81.82,65.43,23.53,40,62.50,50,1.400,1.5,35.29,37.50,50,53.33,28.57,33.33,1.600,2,-1
21.43,50,35.71,46.15,40,79.17,11.11,25,4.13,4.43,7.14,9.62,7.14,9.62,81.48,65.83,14.29,36.54,50,68.42,1,1.231,64.29,34.62,22.22,44.44,0,33.33,1.667,2,-3
41.7,41.7,46.43,48.21,65.38,74.7,20,10.34,4.36,4.71,1.79,0,3.57,7.14,74.74,71.78,39.29,30.36,59.9,47.6,1.538,1.625,33.93,44.64,47.37,44,6.67,28.57,1.167,1.556,-1
45.45,60,50,63.33,78.79,73.68,12.12,36.36,4.56,5,6.6,10,9.9,3.33,70.63,78.43,24.24,30,43.75,77.78,2.143,1.286,50,50,51.52,60,35.29,33.33,2,2.500,-2
47.22,53.97,52.78,50.79,73.68,87.50,17.65,19.35,4.21,4.39,0,3.17,11.11,7.94,92.67,75.12,41.67,31.75,66.67,75,1.400,1.533,38.89,33.33,35.71,47.62,28.57,40.91,2,1.5,-2
48.65,42,50,48,72.97,70.83,24.32,15.38,4.19,4.16,8.11,6,8.11,6,67.79,63.83,31.8,22,60.87,81.82,1.429,1.222,37.84,54,50,25.93,34.78,41.67,1.533,2,1
43.75,50.77,50,56.92,75,81.8,12.5,10.71,5.56,5,2.8,3.8,2.8,6.15,65.49,76.36,20.83,30.77,70,70,1.429,1.929,50,33.85,45.83,59.9,21.43,26.9,1.5,1.647,-1
43.18,42.42,36.36,48.48,75,81.25,25,5.88,3.76,5.60,6.82,9.9,15.91,0,63.61,66.67,27.27,27.27,58.33,44.44,1.429,1.250,45.45,39.39,30,38.46,50,45.45,1,1.600,-1
45.59,36.67,41.18,46.67,89.29,57.14,15,18.75,4.38,4.8,4.41,3.33,5.88,3.33,70.85,72.96,29.41,13.33,80,75,1.563,2,42.65,50,27.59,33.33,36.84,27.27,1.455,1.375,-2
46.67,52.94,43.33,58.82,84.62,80,17.65,14.29,4.14,4.82,10,2.94,6.67,8.82,37.65,67.42,20,17.65,33.33,83.33,1,1.800,56.67,58.82,52.94,55,42.86,25,1.250,1.5,-1
23.8,55.88,48.72,60.29,36.84,73.17,10,29.63,3.94,3.38,2.56,11.76,2.56,5.88,70.83,71.89,23.8,23.53,44.44,75,1.5,1.250,43.59,50,29.41,50,0,50,1.636,1.5,-1
64.58,62.50,60.42,65,80.76,80.77,36.84,28.57,3.40,4.10,10.42,7.50,10.42,7.50,61.19,78.33,27.8,32.50,76.92,84.62,1.300,1.273,50,47.50,70.83,63.16,36.36,25,1.571,1.750,-1
63.41,38.46,53.66,41.3,86.36,62.50,36.84,21.74,4.33,4.65,9.76,2.56,2.44,10.26,79.32,78.33,36.59,28.21,80,45.45,1.250,2,31.71,41.3,76.92,37.50,30.77,33.33,1.667,1.5,-2
44,40.85,38,47.89,84.21,67.65,19.35,16.22,4.48,4.54,6,5.63,8,5.63,57.43,61.46,26,18.31,69.23,84.62,1.333,1.273,50,54.93,36,33.33,33.33,26.32,1.5,1.571,-1
38.36,50.88,42.47,47.37,61.29,81.48,21.43,23.23,4.74,4.29,1.37,8.77,2.74,7.2,75.29,69.37,36.99,29.82,51.85,64.71,1.5,1.727,34.25,38.60,44,50,14.29,38.89,1.200,1.455,-1
33.33,43.33,54.76,50,56.52,76.67,5.26,10,4.78,4.30,11.90,13.33,4.76,5,68.21,65.32,11.90,30,40,50,1.5,1.333,59.52,48.33,44,55.17,8.33,7.69,1.727,1.100,-1
37.50,46.15,56.25,65.38,55.56,52.94,14.29,33.33,5.89,3.67,2.8,3.85,0,3.85,74.78,66.67,27.8,34.62,53.85,44.44,1.429,1.5,39.58,38.46,31.58,40,31.25,57.14,1.700,2,-1
51.72,51.28,55.17,55.13,68.75,69.77,30.77,28.57,4.25,4.74,17.24,3.85,0,6.41,68.54,73.88,24.14,24.36,57.14,78.95,1,1.533,51.72,41.3,60,43.75,28.57,40.74,1.400,1.667,1
36.49,52.50,43.24,55,59.38,86.36,19.5,11.11,4.97,5.60,8.11,10,9.46,0,71.47,67.78,31.8,27.50,43.48,54.55,2.100,1.333,40.53,42.50,40,52.94,23.81,50,2.67,1.600,-1
47.13,60,55.17,65,70.83,84.62,17.95,14.29,4.24,4.82,9.20,5,8.5,7.50,68.49,65.38,36.78,17.50,59.38,85.71,1.842,1.667,44.83,57.50,46.15,60.87,25,40,1.182,1.5,-2
52,34.62,50,44.23,80,69.57,24,6.90,3.76,4.85,6,3.85,4,9.62,47.82,57.72,22,19.23,81.82,40,1.556,1.750,52,55.77,42.31,48.28,46.15,0,1.333,1.462,1
64.58,39.22,60.42,39.22,82.76,80,36.84,12.90,3.40,5.60,10.42,0,10.42,5.88,61.19,69.20,27.8,29.41,76.92,53.33,1.300,1.625,50,47.6,70.83,37.50,36.36,25,1.571,2.375,1
32.56,46.67,51.16,58.33,63.64,62.86,0,24,4.35,6.32,6.98,10,4.65,0,62.50,81.67,25.58,25,36.36,66.67,1,2,51.16,38.33,45.45,47.83,0,31.82,1.5,1.733,2
44,53.57,38,46.43,84.21,69.23,19.35,40,4.48,4.33,6,3.57,8,3.57,57.43,82.84,26,28.57,69.23,75,1.333,1.333,50,46.43,36,46.15,33.33,42.86,1.5,1.750,1
44,20.37,46,38.89,86.96,38.10,7.41,9.9,4.74,4.52,2,3.70,6,12.96,54.96,66.39,28,18.52,57.14,20,1.125,2.500,48,50,41.67,18.52,33.33,23.53,1.250,1.667,1
63.41,26.42,65.85,37.74,85.19,55,21.43,9.9,2.90,3.79,17.7,7.55,9.76,7.55,60.63,75.21,21.95,28.30,66.67,46.67,2,1.143,48.78,39.62,70,19.5,50,17.65,1.167,1.385,3
67.47,63.6,57.83,58.56,91.67,87.69,34.29,28.26,4.11,4.9,6.2,5.41,2.41,3.60,70.4,66.86,25.30,39.64,71.43,72.73,1.667,1.438,46.99,39.64,64.10,61.36,69.57,47.83,1.200,1.583,2
58.33,68.9,47.92,63.83,95.65,76.67,24,52.94,4.61,6.63,14.58,10.64,2.8,2.13,76.67,71.26,25,29.79,75,71.43,2.222,2.200,33.33,51.6,56.25,79.17,50,33.33,1.800,1.833,1
67.65,68.89,58.82,57.78,95,88.46,28.57,42.11,4.56,4.82,8.82,17.78,5.88,2.22,47.22,71.9,26.47,35.56,100,68.75,1.556,1.455,41.18,51.11,71.43,78.26,36.36,33.33,1.667,1.250,-2
51.22,57.69,51.22,59.62,71.43,77.42,30,28.57,4.27,3.29,4.88,3.85,2.44,9.62,80.30,69.17,17.7,26.92,71.43,64.29,2.400,1.444,48.78,38.46,50,70,42.86,38.89,2,1.222,1
42.47,38.46,41.10,46.15,66.67,66.67,25.58,14.29,4.44,5,4.11,1.92,9.59,5.77,85.6,75.44,30.14,34.62,54.55,50,1.333,1.111,45.21,34.62,45.45,33.33,22.22,31.25,1.417,2,1
37.50,43.42,43.18,47.37,60.53,80.56,20,10,4.76,5,6.82,7.89,9.9,7.89,71.38,68.75,30.68,23.68,48.15,50,2,1.889,39.77,48.68,37.14,48.65,26.92,28.57,1.889,1.769,1
47.37,40.43,50.88,44.68,75.86,71.43,17.86,15.38,5.4,4.45,5.26,0,3.51,10.64,87.28,86.46,33.33,34.4,52.63,62.50,1.600,1.400,38.60,40.43,59.9,31.58,25,25,1.727,1.667,2
41.56,52.94,45.45,60.78,68.57,74.19,19.5,20,4.38,4.20,7.79,11.76,3.90,1.96,73.83,67.10,25.97,27.45,50,78.57,1.600,1.273,48.5,49.2,43.24,52,30,25,1.38,1.444,1
62.50,52,58.33,44,85.71,77.27,30,32.14,4.62,4.41,8.33,0,2.8,2,62.63,75.85,25,32,75,87.50,1.556,1.643,54.17,38,61.54,42.11,50,26.67,1.800,1.400,1
51.16,68.89,55.81,57.78,70.83,88.46,26.32,42.11,4.7,4.82,11.63,17.78,2.33,2.22,74.57,71.9,23.26,35.56,80,68.75,1.875,1.455,46.51,51.11,50,78.26,30.77,33.33,1.333,1.250,-2
63.38,46.49,63.38,50,73.33,70.18,46.15,22.81,4.15,4.79,11.27,3.51,5.63,5.26,77.13,74.21,30.99,25.44,72.73,68.97,1.5,1.450,46.48,49.12,60.61,46.43,56.25,24.14,2,1.842,1
37.4,33.33,51.85,33.33,50,33.33,23.8,33.33,3.80,6.25,0,0,7.41,0,93.33,91.67,33.33,22.22,66.67,50,1.833,1,33.33,33.33,33.33,33.33,11.11,25,1.5,1.667,-1
45.31,34.21,48.44,46.5,77.42,54.29,15.15,17.7,5.44,5.21,7.81,5.26,3.13,6.58,63.73,72.90,20.31,30.26,69.23,30.43,1.333,1.857,50,48.68,46.88,40.54,26.32,25,1.462,1.750,-1
