9931,9956,0
7896,10190,3
10199,10179,2
10191,10192,0
10243,9824,3
9956,10191,0
10179,10243,2
9824,7896,0
10192,9931,2
10190,10199,1
10260,8678,3
9956,9824,1
7896,10192,1
10199,9931,4
10190,10243,3
10191,10179,1
9825,10252,4
8455,8197,1
8668,9850,3
10261,8586,5
8466,9826,4
10194,8654,2
10003,8456,1
9817,8472,2
8659,8650,1
10233,8524,1
8533,9857,0
8600,208931,1
8543,8535,2
8540,9876,3
8534,9804,2
8348,10212,2
9772,10214,4
10264,9768,0
8485,8649,0
9925,9927,7
9860,8467,2
9869,10205,2
8603,8305,2
8558,8372,4
9864,8306,4
8370,8581,3
8121,9941,2
9829,10249,2
9853,8639,0
9747,9831,2
10242,8592,1
8689,6391,1
9847,9830,4
7819,9827,1
9837,9748,4
9851,7794,1
9823,9904,3
9789,8722,2
8178,8234,3
8721,10269,3
8406,9790,1
8697,9810,1
8226,10189,1
9905,8177,0
8262,9788,0
9875,9891,4
7943,8636,3
8564,8686,1
9885,9882,5
188163,10215,2
9773,8613,4
10238,6403,0
6367,7841,1
158085,7844,2
9807,7842,2
8066,8284,4
8597,9938,2
8426,8429,2
9783,8633,0
7878,8634,0
8315,8302,3
9906,9910,2
10267,8560,0
8485,9860,0
10192,10190,3
8650,8455,1
8472,8668,3
9850,9817,4
9827,9847,1
8467,9925,2
8284,8597,1
8429,8066,0
8649,9927,1
10199,9956,3
9824,10179,2
10243,7896,0
8654,10260,3
9938,8426,3
9931,10191,1
7842,158085,1
8650,9817,2
8456,9825,2
8586,8466,1
8686,8533,3
9882,10233,0
9876,9885,2
208931,8543,1
9804,9875,1
8535,8540,0
9891,7943,0
8524,8600,1
7788,10218,0
9908,10229,1
10235,8464,1
6413,8640,1
8526,8593,1
9803,8525,2
8674,9791,2
10217,10228,1
8611,8277,2
10214,9807,2
10212,9772,0
8613,6367,1
7844,8348,4
9925,8485,3
8560,8370,2
8633,10267,3
10205,9783,0
8305,9869,1
8372,8603,1
8634,8558,5
8302,7878,1
8306,8315,0
9910,9864,1
8581,9906,2
7896,9956,0
10179,10192,2
9824,10199,1
10252,10261,0
8678,8659,1
9826,10194,2
8197,8668,3
9850,10260,0
8472,8455,3
8654,10003,1
9827,8689,3
9830,7819,1
6391,9847,0
8639,9747,0
10249,9851,2
9831,9853,2
8592,9837,1
9748,9829,6
7794,8121,1
9941,10242,1
10189,8406,1
9788,8178,2
9790,8721,0
10269,9905,1
9810,9789,1
8722,8697,0
9904,8226,1
8177,8262,1
8234,9823,1
8636,8534,2
9857,8564,0
7841,9773,1
9768,10238,5
10215,10264,0
8284,8429,0
9860,8649,1
8597,8426,0
9927,8467,1
10191,10190,2
10243,9931,2
6403,188163,1
8066,9938,2
8455,8586,2
8697,10269,6
9875,8524,2
10233,8686,2
8284,9938,2
9864,8581,3
10260,8197,1
8466,8456,4
10003,8650,3
8121,8592,0
8534,9857,0
9885,208931,2
8564,9891,3
7943,9876,1
8543,8636,2
8540,9882,2
10228,8674,1
10229,8526,4
8525,10235,0
8593,8611,4
8640,7788,6
10218,6413,2
9791,10217,1
8277,9908,1
8464,9803,1
6367,10215,3
8348,8613,1
158085,10214,3
7842,10212,2
10267,10205,0
9783,8305,0
8558,8302,1
8315,9910,2
7896,10199,1
10190,9824,1
10191,10243,4
9825,9850,1
8668,8678,2
10261,9826,1
10194,8472,1
9817,10252,3
8659,8654,0
9829,9747,3
9853,9941,0
10242,9827,2
8689,8639,0
9830,9831,1
9748,6391,2
7819,7794,0
9837,10249,2
9823,9788,1
9789,8721,5
8178,8177,2
9904,10189,1
8226,8234,2
9905,9790,0
8262,9810,1
8533,8535,0
8600,9804,1
188163,7841,1
9807,6403,0
9773,9768,1
9860,9925,1
8485,9927,4
8429,8597,0
8426,8066,1
8649,8467,0
8560,8633,0
8603,8634,0
7878,8306,3
9906,8370,1
9931,10179,2
9956,10192,1
9847,9851,4
8406,8722,0
9772,7844,1
10264,10238,3
9869,8372,2
8639,8121,0
8586,8659,1
208931,8534,1
9876,8564,2
8686,9875,1
9910,7878,2
8197,10003,4
8472,9825,0
9853,8689,2
9747,7819,1
6391,7794,3
10249,10242,4
8592,9830,1
9851,9829,1
9788,8226,3
9810,9905,2
8524,8533,1
9857,10233,2
8535,9885,1
9882,8543,2
9891,8540,0
9804,7943,1
10212,158085,1
7841,9772,0
7844,7842,1
10214,8348,0
10238,188163,0
8066,8597,3
9925,8649,1
9938,8429,1
10205,8560,0
8305,10267,2
8302,8603,2
8581,8315,2
10199,10191,3
9824,9931,0
10192,10243,3
10252,8466,2
8678,8455,1
8650,10261,2
8456,10194,4
9941,9748,2
10189,8178,2
8721,8406,0
10269,9789,0
8722,8262,4
8177,9823,0
8234,9904,2
8636,8600,3
6403,10264,1
10215,9773,1
9768,6367,2
9927,9860,1
8426,8284,1
8370,8633,2
8372,9783,1
8634,9869,6
9906,9864,1
9956,10190,2
10179,7896,3
9831,9837,2
9790,8697,2
8613,9807,1
8467,8485,3
8306,8558,4
9825,8659,2
8564,208931,0
10217,10229,1
7788,8525,1
8560,8305,1
7878,8581,5
10191,9824,2
8650,8668,4
10260,9826,2
8654,9817,3
8540,8524,2
8600,8535,2
8533,9891,5
8534,9876,1
10233,8636,1
9885,8543,3
7943,9882,0
8686,9804,3
8611,10218,2
6413,8464,2
10228,8593,0
9908,8526,0
9791,10235,2
8633,10205,3
10267,8372,4
9783,8634,0
9869,8302,2
8315,9906,0
9864,8370,1
9931,7896,3
10199,10192,2
10190,10179,2
10261,8456,1
9875,9857,6
8674,9803,1
8640,8277,2
8603,8306,1
8558,9910,1
10243,9956,1
10194,8586,0
9772,10238,2
10264,188163,3
9825,9826,1
8678,8650,1
8197,8654,2
9829,8592,2
9830,10249,0
9851,9747,0
9789,9790,3
9905,8722,2
8600,8533,0
8543,8534,2
9876,9891,1
9882,8564,0
9885,8540,4
8524,8686,3
8535,7943,3
8593,9908,2
8525,10217,0
8464,7788,2
10218,10228,1
9807,10215,1
6367,6403,3
10212,7844,3
9773,10214,4
8370,10205,2
8634,10267,1
8302,9783,1
9906,7878,3
9864,8315,0
7896,10191,2
10190,9931,0
10192,9824,5
8455,8456,0
8668,8466,1
10260,10252,1
10261,10003,3
9850,8472,0
8659,9817,0
10242,9837,2
9827,8121,1
8689,9941,1
6391,8639,2
9847,7819,6
7794,9853,0
9823,10189,3
8178,9810,3
8406,10269,1
8697,8721,3
8226,8177,2
8262,8234,2
208931,10233,4
8636,9875,2
9857,9804,0
8277,9791,1
10235,8674,1
10229,6413,5
9803,8640,0
7842,8613,1
158085,7841,0
8348,9768,0
8305,8633,1
8372,8560,2
8306,9869,1
9910,8603,1
10179,9956,2
10243,10199,0
9748,9831,1
9904,9788,2
8526,8611,1
8581,8558,2
9826,8668,0
10179,10190,1
7896,9931,1
8066,9860,0
8686,9857,1
7841,7844,2
9783,8306,1
8650,10194,4
8472,8197,0
8586,10260,3
8639,9829,4
9831,9851,3
8592,9827,0
10189,9789,2
8722,8178,0
9804,8524,2
8534,8535,2
9875,9876,3
8540,8543,0
9882,8600,2
10228,10229,4
9908,8464,3
8674,8526,3
8611,10235,0
10238,9807,0
10214,7842,4
10264,8348,1
6403,9773,1
188163,6367,1
10205,8305,2
10267,8302,2
9869,9910,0
8315,8370,1
9931,10243,2
10179,10191,2
9824,10190,3
10252,8678,1
9826,9850,1
8456,8659,2
8466,10261,3
10003,8455,1
9817,8668,1
8654,9825,3
8121,6391,0
9853,10242,1
9747,9847,0
7819,8689,1
9837,9830,2
9941,7794,4
8721,9905,1
9790,8262,1
10269,9823,1
8697,8406,1
9810,8226,0
8234,9788,1
8533,208931,1
7943,10233,0
9891,8636,0
8564,9885,1
10218,9791,1
7788,8593,0
8277,10217,2
8640,8525,2
8028,1957,2
10265,8021,1
8033,177361,2
8245,8020,2
8030,1601,2
8025,2186,2
8023,8673,0
8019,2182,0
9768,10212,3
10215,9772,1
9938,8066,0
8429,8284,2
8597,8467,3
9927,9925,1
8649,8426,1
8633,8372,4
8560,8634,1
8603,8581,1
8558,9906,1
9956,10199,1
10192,7896,7
10249,9748,0
8177,9904,2
6413,9803,3
8613,158085,0
9860,8485,2
7878,9864,0
8284,9925,0
8426,9938,1
9857,9876,0
1957,8033,0
9807,9768,2
9773,188163,0
8581,9869,0
8197,8466,1
10260,8668,1
8689,9748,1
9830,8639,0
7794,8592,2
9788,8177,5
8226,8722,1
10233,9891,4
8524,8564,2
8600,9875,3
8533,8540,3
8543,8686,1
8535,9882,1
8636,9804,1
8464,8277,2
9803,10228,1
10217,8674,0
8593,6413,3
1601,10265,2
8021,8028,4
6367,10238,2
7842,6403,1
8348,7841,0
8485,8429,3
8372,10205,1
8302,8560,1
9864,8558,1
8315,7878,1
9931,10192,2
7896,10179,0
10191,9956,2
9825,9817,4
10252,8455,0
8678,8456,0
8650,8586,1
9850,10261,3
10194,10003,2
8472,8659,0
8654,9826,2
9747,10249,2
10242,8121,0
6391,9853,0
9847,9831,4
9851,9837,3
9941,7819,2
9823,9810,1
9789,8697,3
9904,9790,0
9905,8406,4
8234,10189,3
8262,10269,2
9885,8534,1
208931,7943,1
9791,9908,1
8526,7788,2
10229,8640,2
10235,10218,3
8525,8611,2
8673,8030,1
2186,8019,0
177361,8245,0
158085,10215,3
7844,8613,1
10212,10214,2
9925,9860,3
8284,8649,5
8066,9927,1
8426,8597,0
8467,9938,0
8634,8633,1
8306,10267,2
9910,9783,1
9906,8603,5
10199,9824,5
10243,10190,4
9829,9827,1
8178,8721,3
8020,8023,1
2182,8025,0
9772,10264,5
8370,8305,2
8456,10260,0
10261,8472,1
8466,8650,3
8586,8678,3
9827,7794,1
9831,6391,3
9847,9829,0
10269,8178,0
8406,9789,1
8524,9857,2
9876,208931,1
9882,8533,0
9891,8535,0
9875,10233,3
9804,9885,1
8564,8543,1
7943,8600,1
8611,10229,2
8674,8277,0
10217,8464,1
8640,8593,0
8019,8021,0
8030,177361,1
8023,2186,2
188163,9807,2
8613,9772,0
10214,7844,3
10215,7842,0
10264,6367,2
6403,8348,0
9938,8284,2
10205,8634,2
8633,8302,4
10267,9910,0
8558,8315,2
9956,7896,0
10179,9931,0
9824,10243,0
8455,8654,2
9826,8197,0
8668,9825,0
10003,10252,1
9817,10194,1
8659,9850,0
8121,8689,5
9853,10249,3
8639,9941,1
9748,9830,2
7819,10242,2
9837,9747,0
8721,8262,1
9790,8226,1
8697,9905,1
9810,9904,1
8722,9823,0
8177,8234,2
8686,8636,1
8534,8540,0
10228,9791,0
10235,8526,3
6413,8525,4
7788,9803,0
8033,8020,0
8025,1601,0
2182,8673,0
9768,158085,5
10238,9773,0
8429,8426,1
9860,8467,0
8597,9925,0
9927,8485,2
8649,8066,0
8560,8306,0
9783,8581,2
9869,9906,2
8603,9864,0
7878,8370,2
10190,10192,2
10191,10199,1
8592,9851,2
10189,9788,2
9908,10218,2
8245,8028,1
10265,1957,5
7841,10212,1
8305,8372,1
8467,8649,1
8197,10261,1
177361,10265,2
9772,188163,4
7878,8558,1
8635,8571,3
9987,8573,4
8203,9985,4
10000,274581,3
9986,9991,1
1773,8342,0
10001,8475,1
9997,9994,1
10252,8586,0
10242,9847,0
9830,8121,2
9851,9748,2
9789,9905,2
8178,9790,1
8543,8524,2
208931,9891,2
8535,9876,1
8533,8564,0
8540,9875,0
8600,8686,1
10233,9804,3
9908,10217,2
9791,7788,3
8277,10235,0
8593,8464,2
8021,8023,1
8020,8030,1
8348,10215,2
7844,6403,0
158085,10238,1
9807,10264,3
10214,7841,1
8302,10205,4
8306,8633,1
8581,10267,1
8315,8603,3
9931,10190,4
9956,10243,4
10192,10179,3
8678,10003,3
9850,8456,0
10194,8466,1
9747,9853,2
8689,8592,1
6391,7819,1
10249,9831,0
7794,8639,1
9941,9827,4
9823,8697,5
9788,9810,3
9904,8722,0
8226,8721,1
8234,10269,3
8262,8406,2
8636,9857,2
8534,9882,1
8525,10229,0
8640,10228,1
8611,6413,2
10218,8674,2
1957,8019,1
2186,8673,1
1601,2182,1
7842,9768,1
9773,6367,3
8485,8597,2
8284,9860,0
8066,8429,0
8426,9925,1
8370,8372,1
8634,8305,6
9910,8560,1
9906,9783,3
10199,7896,2
9824,10191,0
9829,9837,2
8177,10189,2
9885,7943,1
8526,9803,3
8245,8025,2
8028,8033,3
10212,8613,0
9927,9938,2
9864,9869,1
7794,9830,0
6391,8592,1
8467,8066,1
8028,8025,1
8245,10265,1
8426,8485,1
8023,1601,2
7841,7842,1
8558,8370,2
10190,9956,2
9826,8650,1
8659,10260,1
8592,9941,1
9748,9747,5
9851,9830,4
9790,8177,2
9905,8262,0
9857,208931,0
10233,8534,1
8524,9885,0
9804,8543,1
7943,8564,2
8636,8540,3
9891,8600,2
10229,10218,2
8464,9791,1
8525,8593,0
9803,8277,1
10235,7788,3
8030,1957,5
2182,2186,2
188163,158085,0
6367,9807,0
10238,8348,0
10215,7844,2
8613,10214,0
10264,9773,3
8372,8634,0
8560,8581,1
10267,9906,1
9869,8315,0
8603,7878,2
10179,9824,2
10192,10199,5
8342,9997,3
9985,9987,2
8573,9986,2
274581,8635,2
9994,10001,2
8571,10000,1
8475,8203,0
8455,10194,1
8668,8654,2
8456,10252,4
10261,8678,1
8466,8472,1
10003,9850,1
8586,9825,2
9817,8197,0
8121,9853,0
9827,6391,1
8639,9837,2
9831,10242,2
9847,10249,0
7794,8689,0
9789,9823,0
8721,9788,2
10269,8226,5
8406,8178,3
8697,9904,4
9810,8234,1
8722,10189,1
9875,8533,3
9876,9882,0
6413,8526,2
8674,8640,0
10228,9908,0
8025,8021,0
8019,177361,1
8673,8020,3
9768,9772,0
9860,8426,1
8429,9927,0
8305,8302,1
10205,8306,0
8633,9910,7
9783,9864,3
10243,10191,0
9991,1773,1
7819,9829,2
8686,8535,4
10217,8611,2
8033,8245,1
10265,8028,1
6403,10212,2
8370,8634,1
7878,9869,2
8558,8603,0
9825,10003,1
8654,8586,1
8650,8456,3
10260,9817,1
10194,10261,1
9823,9905,1
10189,9790,3
8178,8697,1
9788,10269,4
8177,9810,2
8226,8406,2
8262,9789,0
1957,8023,0
1601,2186,2
177361,8673,3
8020,2182,0
9925,8284,0
9938,8485,0
8467,8426,1
8302,8372,1
9910,10205,0
8581,8633,1
9864,10267,1
8315,9783,4
10252,8668,1
8678,8466,2
8197,8659,2
9850,8455,1
8472,9826,2
9904,8721,0
8234,8722,1
8021,8030,1
8033,8019,2
9860,8066,2
8597,8649,0
8306,8305,4
9906,8560,3
8535,9875,1
8543,7943,0
9772,6367,2
7844,9768,0
8635,9985,3
9987,8342,3
9986,8475,2
10260,9825,3
8586,10003,2
9853,7819,1
9830,9829,0
9748,9847,2
9789,8226,3
8406,9788,2
9810,10189,0
9905,8178,3
208931,8524,1
8540,9857,0
9882,9891,2
8533,10233,1
8600,9876,2
9885,8636,2
9791,9803,0
8526,10228,0
9908,10235,1
8593,10229,4
2182,1957,0
8023,177361,1
8673,1601,2
10212,10215,1
9807,9773,1
8348,188163,1
8634,8302,2
10205,8581,3
10267,8315,0
9783,7878,0
10190,7896,3
10191,9931,1
9824,9956,1
8203,8571,0
1773,8573,4
10001,274581,2
9997,10000,1
8197,9850,1
8466,8455,1
10194,10252,2
9817,8678,0
8659,9826,3
8654,8472,1
9747,8121,2
10242,8689,0
10249,8639,3
9837,9827,4
9941,9851,1
8721,9823,0
9790,8234,1
10269,9904,1
8697,8262,2
8534,8686,1
8564,9804,1
8611,8674,2
7788,6413,1
8640,10217,2
8277,8525,0
10265,8033,1
8019,8245,3
8030,8028,3
158085,10264,0
8613,7841,1
7842,10238,3
8485,8467,1
8284,8066,1
9860,8597,1
9927,8426,3
8649,9938,0
8305,9910,0
8633,9906,0
8560,9864,1
9869,8558,2
8603,8370,2
10179,10199,3
10243,10192,0
9991,9994,3
9831,7794,0
8722,8177,0
10218,8464,2
2186,8021,1
8025,8020,0
10214,6403,3
8429,9925,1
8372,8306,0
8426,8467,2
9875,8564,1
10265,8019,1
9768,8613,2
8573,9991,5
10000,8203,2
8475,8635,1
8639,9748,1
8592,9853,1
7819,9851,1
10189,10269,1
8178,9789,0
9904,8406,0
9804,208931,0
7943,8534,3
8524,8535,2
9891,8543,0
8686,8540,5
10233,8600,2
10235,9803,1
9908,8525,2
8593,10218,3
8526,8277,2
8020,1601,0
8021,8673,1
9807,158085,0
188163,10212,3
9773,8348,3
10238,10214,1
10264,7844,3
8370,8302,2
9906,10205,0
9864,8633,1
8315,8560,0
7878,10267,1
9931,9824,5
9956,10179,3
10199,10190,0
9985,9986,3
274581,1773,3
9994,9987,0
8571,9997,3
8121,10249,2
9829,10242,3
8689,9747,4
9847,9837,4
9941,6391,1
9823,8262,3
9788,8722,1
8177,8721,1
8226,9905,3
8234,8697,2
9876,8533,3
8636,9882,3
10229,8674,4
10228,8464,1
8640,9791,2
8611,7788,3
8245,8030,4
177361,2186,1
8033,2182,4
6403,9772,1
10215,7841,0
9925,8066,3
9938,9860,2
8597,8284,0
8649,8429,2
8467,9927,2
8306,8634,1
9910,8372,3
8558,9783,1
8603,9869,1
7896,10243,0
10192,10191,2
8342,10001,6
9827,9831,0
9810,9790,0
9857,9885,0
10217,6413,0
8028,8023,0
1957,8025,2
6367,7842,1
8581,8305,3
9869,8634,1
9938,9927,0
8023,8245,3
7841,6403,1
8066,8485,3
8573,8342,0
10001,9985,2
9997,8203,0
9825,8197,2
10252,8650,0
8456,8586,1
9853,9829,1
9831,8592,1
9748,7819,4
9790,9788,3
8406,9823,1
9882,8524,0
8600,9857,0
8564,10233,2
8535,8636,2
8540,9804,1
8674,8593,1
6413,10235,3
10218,10217,2
8464,8640,0
8673,1957,4
2182,177361,5
8613,10215,0
10212,10264,1
158085,6367,3
7842,188163,2
8302,8306,2
8634,9910,6
8372,8581,2
8305,9906,0
8560,7878,3
9956,9931,0
10199,10243,1
8635,10000,3
9987,8475,6
9986,8571,1
1773,9994,3
8678,10194,1
8455,10261,5
9826,9817,1
8668,8659,0
9850,8654,2
8472,10260,2
10003,8466,0
6391,10242,2
9747,9827,2
9830,8689,2
10249,9941,2
9847,8639,0
9837,7794,0
9789,9904,1
8721,8234,2
10269,8177,2
8697,8226,1
8722,9810,3
8262,8178,1
8534,9891,1
9885,9875,1
8533,7943,1
9791,10229,3
8525,8526,0
9803,8611,0
8277,10228,3
8030,8033,5
8019,8028,0
2186,8020,3
8348,9807,2
7844,10238,2
10214,9768,0
9925,8649,2
8429,9938,0
9927,8597,0
10205,9864,1
8633,8315,4
10267,8558,2
9783,8603,2
10191,7896,2
9824,10192,1
9991,274581,2
9851,8121,1
9905,10189,2
208931,8686,1
7788,9908,0
8025,10265,1
1601,8021,0
9772,9773,1
8284,8467,2
9869,8370,2
8543,9876,5
8649,9860,0
9768,7841,0
10264,7842,2
8558,8560,0
8342,9991,1
9985,9997,1
9994,8573,0
8678,9825,0
8455,10260,1
9827,9853,1
8639,9851,1
8592,9847,1
9790,8722,1
8226,8262,0
9875,208931,1
9804,8533,1
8524,8534,0
9876,8636,3
9891,9885,0
7943,8540,2
8686,9882,2
8564,8600,1
8593,10235,2
8526,8464,1
8674,7788,2
9908,8640,0
9773,158085,1
6403,8613,0
6367,8348,0
10215,10214,2
9910,8302,1
8581,8634,0
7878,8633,1
8603,10267,1
9931,10199,3
10190,10191,1
10243,10179,0
10000,9986,2
274581,9987,0
8571,10001,1
8475,1773,2
10252,9850,2
8650,8472,2
8456,8197,1
10261,8659,1
8466,8654,1
10194,8668,0
10003,9826,1
8586,9817,1
8121,9748,0
9829,9831,1
8689,10249,1
6391,9747,0
7794,10242,2
7819,9837,0
9941,9830,0
10189,8721,3
8178,9823,0
9810,10269,2
9904,9905,0
8177,9789,0
8234,8406,2
9857,8535,1
10233,8543,0
10217,9803,2
10228,8611,1
10229,8277,1
9791,6413,2
188163,7844,1
10238,10212,1
8467,8485,3
8370,8306,2
9906,8372,3
8315,10205,0
9869,9783,1
7896,9824,2
10192,9956,1
8203,8635,2
9788,8697,5
10218,8525,0
9807,9772,0
9864,8305,3
9851,9853,0
9817,8455,0
8668,10261,3
9747,10242,4
9830,6391,3
8639,7819,1
9831,9941,1
9748,9827,3
9847,8689,3
9837,8121,2
9876,8524,2
9891,9857,1
8535,208931,2
8636,8533,1
9885,10233,1
8540,8564,0
8543,9875,0
9882,9804,2
8534,8600,1
8485,9925,2
9825,8466,0
8197,8650,2
9850,8586,0
8472,8456,0
8654,10252,2
9826,8678,1
10260,10194,3
8659,10003,1
9829,7794,2
10249,8592,0
7943,8686,0
8426,9927,1
10212,9807,1
9783,8370,2
8342,9994,2
9991,8475,2
8573,274581,3
9853,9847,0
9827,9851,4
7819,9831,2
9823,8226,2
8721,8722,1
9875,8534,5
10233,8535,0
9804,9876,0
8564,8636,3
8533,9885,0
8600,8543,0
9857,9882,3
9803,8593,2
7788,10228,0
10235,10217,0
8611,9908,3
8348,9772,1
158085,6403,2
8613,10264,0
10214,188163,3
7841,10238,2
8306,9910,2
8302,8581,3
8633,8558,6
10267,9869,0
9987,8571,1
9986,8203,3
1773,9985,0
10001,10000,1
8121,9829,3
10242,9830,0
8689,9837,2
6391,10249,0
7794,9748,1
9941,9747,1
9789,8234,2
8178,9904,3
10269,9790,2
8406,9810,0
8697,8177,3
8262,10189,0
8686,9891,3
208931,8540,1
8524,7943,1
8277,10218,0
6413,8674,1
8640,8526,4
8464,10229,0
9768,10215,3
7842,9773,1
8284,9927,2
8597,8429,0
8634,9906,2
8372,9864,1
8305,8315,0
10205,7878,1
8560,8603,2
9997,8635,1
8592,8639,1
9905,9788,1
8525,9791,0
7844,6367,3
9803,9908,1
10235,10228,1
10229,7788,3
8464,8611,2
8526,10217,3
10218,8640,1
8277,6413,1
8525,8674,1
8593,9791,0
188163,8613,1
8581,8306,3
8635,9986,2
9985,9991,0
8475,8342,1
9825,8455,0
8668,10003,1
9829,9941,4
9748,8592,1
9837,9853,1
10189,8697,1
9810,8721,3
7943,9857,0
8636,208931,1
8543,8533,4
9876,10233,1
9882,9875,2
9885,8686,1
8535,9804,2
8540,8600,4
10229,10235,4
9908,6413,1
8640,8611,4
10217,7788,2
9773,10212,1
9807,7844,3
10264,7841,5
8429,9860,0
9906,8302,0
8315,8372,5
8603,8633,1
9783,10267,1
8203,9987,1
10000,1773,2
274581,9994,1
9997,10001,1
9826,8586,1
